paperhash,decision,review_index,text_length,sentiment_polarity,sentiment_subjectivity,text
antonakopoulos|adaptive_extragradient_methods_for_minmax_optimization_and_games|ICLR_cc_2021_Conference,True,1,2864,0.11880511463844802,0.42309082892416233,"In this paper, the authors present an adaptive stepsize strategy for extragradient in order to recover both the ergodic 1/sqrt(T) in the nonsmooth case and 1/T in the smooth case (without the knowledg..."
antonakopoulos|adaptive_extragradient_methods_for_minmax_optimization_and_games|ICLR_cc_2021_Conference,True,2,2260,0.07,0.32666666666666666,This paper propose a novel algorithm that solves the min-max problems and games based on the extra gradient (EG) framework. One of the main goal of this paper is to achieve the optimal convergence rat...
antonakopoulos|adaptive_extragradient_methods_for_minmax_optimization_and_games|ICLR_cc_2021_Conference,True,3,5495,0.15380116959064322,0.5121136173767752,"### Summary. 
This work proposed a stepsize for the extragradient/mirror-prox method that works both in smooth and non-smooth settings. The stepsize is based on the empirical values of gradient/operat..."
deng|generative_scene_graph_networks|ICLR_cc_2021_Conference,True,0,8048,0.15789015987691482,0.4407074529591088,"=====Post-Rebuttal Comment=====

I thank the authors for the detailed response and the updated results. While my overall opinion of the work is slightly more positive post-rebuttal, I still maintain t..."
deng|generative_scene_graph_networks|ICLR_cc_2021_Conference,True,1,2613,0.1658246225319396,0.5068137824235385,Generative Scene Graph Networks (GSGN) is a variational auto-encoder with the intermediate representation being tree-like scene graphs. The leaf nodes stand for primitive parts and edges stand for pos...
deng|generative_scene_graph_networks|ICLR_cc_2021_Conference,True,2,7843,0.15177051904324623,0.48617750375326124,"**PAPER SUMMARY**

The paper presents a generative model for scenes that uses tree-structured latent variables to recursively decompose images into objects and parts, without any object or part superv..."
deng|generative_scene_graph_networks|ICLR_cc_2021_Conference,True,3,3339,0.157091341991342,0.5862870129870129,"== Update ==

Thank you for your response and clarifications. I have left my score as is.

== Original Review ==

The paper presents an unsupervised method for inferring scene graphs from images. Buil..."
diffenderfer|a_winning_hand_compressing_deep_networks_can_improve_outofdistribution_robustness|NeurIPS_cc_2021_Conference,True,0,4367,0.14310412224591326,0.4456254442075338,"**Originality**:

The paper tries to show that compact, accurate, and robust deep neural networks (CARDs) exist and to develop efficient algorithms to design CARDs that give comparable or better OOD r..."
diffenderfer|a_winning_hand_compressing_deep_networks_can_improve_outofdistribution_robustness|NeurIPS_cc_2021_Conference,True,1,1486,0.20773809523809528,0.5198015873015873,"The direction this paper studied is interesting while there are several important points regarding the significancy of the result needs discussions.

1. To draw the main conclusion on what kind of pru..."
diffenderfer|a_winning_hand_compressing_deep_networks_can_improve_outofdistribution_robustness|NeurIPS_cc_2021_Conference,True,2,13910,0.13007044382044386,0.49109960609960646,"### Pros:

I think the question of achieving robustness and efficiency at the same time is interesting and very relevant. I also think that this is an under-explored question and agree with the author..."
diffenderfer|a_winning_hand_compressing_deep_networks_can_improve_outofdistribution_robustness|NeurIPS_cc_2021_Conference,True,3,1885,0.1138879588879589,0.47886455886455886,"
Strengths:

* The paper explores an important problem with promising conclusions: the compact, accurate and robust deep neural networks do empirically exist.

* The authors not only answer the existe..."
tripuraneni|overparameterization_improves_robustness_to_covariate_shift_in_high_dimensions|NeurIPS_cc_2021_Conference,True,0,3415,0.037505922767116805,0.5250829187396352,"One concern is whether the partial ordering in Definition 1 can capture interesting shifts. Most of the results depend on the partial ordering, so it is crucial for this to be the case. However, at fi..."
tripuraneni|overparameterization_improves_robustness_to_covariate_shift_in_high_dimensions|NeurIPS_cc_2021_Conference,True,1,1559,0.18055555555555555,0.5432291666666668,"Originality: The paper is original. They proposed a way to quantify the hardness of covariate shift and related this to the Bayes risk in kernel ridge regression.

Quality: The quality is good. Theore..."
tripuraneni|overparameterization_improves_robustness_to_covariate_shift_in_high_dimensions|NeurIPS_cc_2021_Conference,True,2,4942,0.08469941516816518,0.44310403138528137,"### Originality
I am not too familiar with works related to analysing test error when there is covariate shift. Nonetheless, I find the results and the technique of working with random features intere..."
tripuraneni|overparameterization_improves_robustness_to_covariate_shift_in_high_dimensions|NeurIPS_cc_2021_Conference,True,3,2371,-0.016388888888888887,0.4863888888888888,"The authors did hard work to derive analytically the asymptotic limit of the test error for random feature regression with covariate shift, and the experimental results seem to agree with the theory w..."
tripuraneni|overparameterization_improves_robustness_to_covariate_shift_in_high_dimensions|NeurIPS_cc_2021_Conference,True,4,9152,0.1499139209555876,0.4964794773128105,"
### Positive aspects

**Problem setting.**  The setting is very interesting here.  I haven't seen any theoretical work that has done much of anything with this setting.  As covariate shift is known t..."
gray|humanlevel_performance_in_nopress_diplomacy_via_equilibrium_search|ICLR_cc_2021_Conference,True,0,11325,0.07468644288316419,0.4036638043195423,"This paper proposes a combination of imitation learning and search applied to the multiplayer, simultaneous-move game of no-press Diplomacy. While both techniques have been used before, even in concer..."
gray|humanlevel_performance_in_nopress_diplomacy_via_equilibrium_search|ICLR_cc_2021_Conference,True,1,1999,0.12012414056531705,0.342038451744334,"The authors consider ""no-press Diplomacy"", a complex game played by humans which involves (limited) cooperation and competition.

The method uses a policy and value function learned from human games, ..."
gray|humanlevel_performance_in_nopress_diplomacy_via_equilibrium_search|ICLR_cc_2021_Conference,True,2,5019,0.11952245670995673,0.45546866177300965,"# Summary

The paper addresses the problem of No Press Diplomacy. It applies existing search techniques to improve on an imitation policy, which is learned with improvements on existing supervised lea..."
gray|humanlevel_performance_in_nopress_diplomacy_via_equilibrium_search|ICLR_cc_2021_Conference,True,3,2930,0.12505708343943636,0.45363643437172846,"In this paper, the authors apply an interesting twist on 1-ply search to the problem of playing no-press Diplomacy. Diplomacy is an especially interesting application, because it is neither zero-sum n..."
rahaman|spatially_structured_recurrent_modules|ICLR_cc_2021_Conference,True,0,4081,0.1546099290780142,0.4891843971631204,"The authors propose a recurrent state space model for partially observed data, where at any given time, only a partial subset of observations are accessible to the model to make future predictions. Th..."
rahaman|spatially_structured_recurrent_modules|ICLR_cc_2021_Conference,True,1,7875,0.1028968253968254,0.4312016769073221,"### Summary

This paper is concerned with making predictions about the (global) state of a dynamical system in a partially observable setting, where only local observations are available. Concretely, ..."
rahaman|spatially_structured_recurrent_modules|ICLR_cc_2021_Conference,True,2,4651,0.11994293900543902,0.4731591556591555,"
### Summary of the paper

The authors propose a novel architecture for synthesizing information from multiple local observations and making predictions into the future.
Given a set of observations, e..."
rahaman|spatially_structured_recurrent_modules|ICLR_cc_2021_Conference,True,3,4613,0.11103296703296703,0.3983479853479853,"This paper models noisy observations from complex dynamical systems, consisting of multiple interacting subsystems, by a set of sparsely interacting recurrent networks. The interactions between the re..."
saunshi|a_mathematical_exploration_of_why_language_models_help_solve_downstream_tasks|ICLR_cc_2021_Conference,True,0,2559,0.0519615800865801,0.5010669191919191,Summary: This paper presents an explanation of why pretraining on language modeling (LM) helps performance on downstream text classification tasks. The explanation relies on formulating classification...
saunshi|a_mathematical_exploration_of_why_language_models_help_solve_downstream_tasks|ICLR_cc_2021_Conference,True,1,6137,0.11552404295051352,0.4145413165266105,"This paper studies why language model pre-training has been such an effective technique in improving downstream performance across a wide range of NLP tasks recently.  In particular, it considers lang..."
saunshi|a_mathematical_exploration_of_why_language_models_help_solve_downstream_tasks|ICLR_cc_2021_Conference,True,2,3789,0.16756548536209553,0.44365048793014883,"Summary.

This work tries to understand why features from trained language models can be used to solve classification tasks effectively. A language model (LM) in the analysis is modeled as a feature m..."
saunshi|a_mathematical_exploration_of_why_language_models_help_solve_downstream_tasks|ICLR_cc_2021_Conference,True,3,4037,0.11512775842044136,0.38532713898567555,"**Summary**
This work relates a pre-training performance with a downstream performance for tasks that _can_ be reformulated as next word prediction tasks. The authors show that for such tasks, if the ..."
saunshi|a_mathematical_exploration_of_why_language_models_help_solve_downstream_tasks|ICLR_cc_2021_Conference,True,4,4601,0.08550109529025193,0.3754870129870131,"Summary of review:

There have been lots of interests to understand why self-supervised learning approaches such as the next word prediction task learn a useful representation for downstream tasks. Th..."
nye|representing_partial_programs_with_blended_abstract_semantics|ICLR_cc_2021_Conference,True,0,4913,0.11272503951075383,0.46985415378272527,"### Summary

This paper proposes a novel top-down program synthesis for programming-by-example which combines concrete evaluation with neural embeddings. The authors take inspiration from abstract exe..."
nye|representing_partial_programs_with_blended_abstract_semantics|ICLR_cc_2021_Conference,True,1,4959,0.13226997578692495,0.4480326876513318,"# Positives

* (+1) Blended neural semantics is an elegant and intuitive construct.
* (+2) Performance seems to be good for interesting and non-trivial DSLs.

# Negatives
* (-1) Although the high-leve..."
nye|representing_partial_programs_with_blended_abstract_semantics|ICLR_cc_2021_Conference,True,2,7422,0.09002457822551281,0.4448451470647731,"Update:

The authors have addressed many of my comments below. As such, I am increasing my score.

High-level view:

I’m slightly negative on this paper. The ideas within it seem novel to me, but the ..."
nye|representing_partial_programs_with_blended_abstract_semantics|ICLR_cc_2021_Conference,True,3,3736,0.1225378787878788,0.45056818181818187,This paper proposes an embedding mechanism for partial programs for search space exploration in example-driven synthesis. It executes a sub-expression concretely whenever possible and applies neural m...
camuto|fractal_structure_and_generalization_properties_of_stochastic_optimization_algorithms|NeurIPS_cc_2021_Conference,True,0,14858,0.09041373346279889,0.4491520006473275,{\bf General assessment:} The article is well-written and the topic is interesting. It bridges topics in fractal geometry and stochastic optimization and generally does both fields justice. While it i...
camuto|fractal_structure_and_generalization_properties_of_stochastic_optimization_algorithms|NeurIPS_cc_2021_Conference,True,1,1514,0.06681168831168831,0.46422943722943727,"The paper is well written and relatively easy to follow, although the notation is a bit heavy for a paper of this length. The results are interesting and I appreciate the various examples given as the..."
camuto|fractal_structure_and_generalization_properties_of_stochastic_optimization_algorithms|NeurIPS_cc_2021_Conference,True,2,2309,0.1734848484848485,0.505050505050505,"This paper provides a novel view on generalization of models trained by stochastic algorithms, specifically SGD and its variants. This perspective is very interesting and I think this is a good contri..."
camuto|fractal_structure_and_generalization_properties_of_stochastic_optimization_algorithms|NeurIPS_cc_2021_Conference,True,3,2308,0.17373737373737375,0.553314393939394,"Generalization in modern machine learning (with overparameterized deep nets) remains a mystery, and this paper provides some new ideas to tackle the problem. The generalization bound given in the pape..."
huang|learning_with_noisy_correspondence_for_crossmodal_matching|NeurIPS_cc_2021_Conference,True,0,1482,0.06120129870129868,0.4869227994227994,"Overall, the paper is generally well written and easy to read. The main strengths and weaknesses of this paper are summarized as follows.

Strengths：
1.	The experiments are comprehensive. To show the ..."
huang|learning_with_noisy_correspondence_for_crossmodal_matching|NeurIPS_cc_2021_Conference,True,1,1503,0.07847222222222226,0.4488425925925925,"In brief, this paper did a good job for solving the noisy problem in cross-modal matching. The proposed method is well verified with dense experiments on three benchmark datasets. Here are some detail..."
huang|learning_with_noisy_correspondence_for_crossmodal_matching|NeurIPS_cc_2021_Conference,True,2,11509,0.17152228889254204,0.46065447421776534,"# Strengths
The problem tackled by the authors is a good one - many cross-modal retrieval methods that exist assume some sort of label space is either available, or can be predicted on the data. Howev..."
huang|learning_with_noisy_correspondence_for_crossmodal_matching|NeurIPS_cc_2021_Conference,True,3,6429,0.0882095709570957,0.4805280528052803,"## Pros

- (+) The introduced noisy correspondence is an interesting and important problem. Although a few previous works [A, B] tackle similar motivation in cross-modal retrieval tasks, as far as the..."
yao|linking_emergent_and_natural_languages_via_corpus_transfer|ICLR_cc_2022_Conference,True,0,1034,0.24695652173913044,0.5327777777777779,"Strengths:
- I think this research question is important and interesting, and that the study of what EC agents output and how they might relate to natural language is important for both EC and NLP
- T..."
yao|linking_emergent_and_natural_languages_via_corpus_transfer|ICLR_cc_2022_Conference,True,1,8094,0.1450946983665104,0.43255904609931445,"The paper's very clearly written, well-organized, and much of the discussion was grounded in a broad range of references to previous work.  My concerns with this paper are in regards the experimental ..."
yao|linking_emergent_and_natural_languages_via_corpus_transfer|ICLR_cc_2022_Conference,True,2,7471,0.1397434834668877,0.46273157102944334,"# Strengths

- This is a great idea, and one of those ideas that I (and others) will wish they had come up with. The idea of pretraining on emergent corpora neatly brings together new ideas about tran..."
yao|linking_emergent_and_natural_languages_via_corpus_transfer|ICLR_cc_2022_Conference,True,3,4319,0.13193140193140193,0.4804761904761904,"# Summary

The authors propose to use corpora generated from _emergent communication_ as a fine-tuning signal for NLP tasks (language modeling and image captioning in particular).  They show that, esp..."
fromherz|fast_geometric_projections_for_local_robustness_certification|ICLR_cc_2021_Conference,True,0,4526,0.18862244897959182,0.4669353741496598,"The paper proposes Fast Geometric Projections (FGP), a method to certify the robustness of neural networks with ReLU as activation exploiting the fact the such networks are piecewise affine functions...."
fromherz|fast_geometric_projections_for_local_robustness_certification|ICLR_cc_2021_Conference,True,1,5099,0.21556776556776555,0.5536813186813186,"Summary:
This paper proposes an algorithm to verify whether or not there exists an adversarial example in an Lp ball of size espilon around a given training sample. As opposed to the more common used ..."
fromherz|fast_geometric_projections_for_local_robustness_certification|ICLR_cc_2021_Conference,True,2,9785,0.11357125578823693,0.46393496440666276,"Title before Rebuttal: _Novel idea for accelerating verification hampered by concerns on correctness of algorithm_

# Summary of Contributions
The paper proposes a method to verify local robustness ne..."
fromherz|fast_geometric_projections_for_local_robustness_certification|ICLR_cc_2021_Conference,True,3,1481,0.16892857142857146,0.4794642857142858,"The authors propose a systematic search over the convex polyhedral regions on which the network is linear, to find the decision boundary, so to certify local $\ell_p$ robustness. The method is fairly ..."
ritter|sparse_uncertainty_representation_in_deep_learning_with_inducing_weights|NeurIPS_cc_2021_Conference,True,0,3256,0.09734555984555986,0.4244208494208494,"**Pros:**

This paper is generally well written, though not without blemishes (see below). The method is solid and can be seen as a ""natural"" counterpart of the standard inducing weight method in func..."
ritter|sparse_uncertainty_representation_in_deep_learning_with_inducing_weights|NeurIPS_cc_2021_Conference,True,1,2130,0.2165966386554622,0.5112978524743231,"Originality

The paper proposes a novel idea (best to my knowledge) of using inducing points known from sparse variational GPs in the context of Bayesian neural networks.
The paper adequately cites an..."
ritter|sparse_uncertainty_representation_in_deep_learning_with_inducing_weights|NeurIPS_cc_2021_Conference,True,2,3107,0.10411501377410469,0.5278581267217632,"**Quality and Clarity**

The overall idea is clear but quite heavy on notation and hence may require multiple readings to process entirely. I would recommend adding a table of symbols either in the bo..."
ritter|sparse_uncertainty_representation_in_deep_learning_with_inducing_weights|NeurIPS_cc_2021_Conference,True,3,12287,0.10317879045557617,0.4716239349275061,"tldr: This method has a lot of promise, but the methodological writing is close to impenetrable currently, so I tend to reject it. Another round of revision to clean up the experiments and focus the w..."
kaushik|explaining_the_efficacy_of_counterfactually_augmented_data|ICLR_cc_2021_Conference,True,0,7888,0.08214475727834507,0.44546239384025665,"Update after author response:

I appreciate the authors' efforts to address my concerns. I still find the paper's insights lacking in the critical middle ground between theory and practice, but unders..."
kaushik|explaining_the_efficacy_of_counterfactually_augmented_data|ICLR_cc_2021_Conference,True,1,7087,0.14969561688311683,0.4779491341991342,"# Edit after author response
I thank the authors for their detailed response and for taking into account many of my comments. One issue that remains is the disconnect between toy and natural scenarios..."
kaushik|explaining_the_efficacy_of_counterfactually_augmented_data|ICLR_cc_2021_Conference,True,2,4281,0.15495526695526696,0.47927549302549294,This paper presents a perspective on counterfactually augmented data (CAD) and experiments providing evidence that CAD elicited from humans indeed bears resemblance to interventions on labels or varia...
kaushik|explaining_the_efficacy_of_counterfactually_augmented_data|ICLR_cc_2021_Conference,True,3,1409,0.11769179894179893,0.519808201058201,This paper proposes an analysis of the benefits when using counterfactually augmented data (CAD) for classification purposes. The proposed framework is causal inference and DAGs. They focus on the pro...
flennerhag|transferring_knowledge_across_learning_processes|ICLR_cc_2019_Conference,True,0,2874,0.00557248873575404,0.368609859528227,"This paper proposes Leap, a meta-learning procedure that finds better initialization for new tasks. Leap is based on past training/optimization trajectories and updates the initialization to minimize ..."
flennerhag|transferring_knowledge_across_learning_processes|ICLR_cc_2019_Conference,True,1,1141,0.08863636363636362,0.5015151515151515,"In this paper, the authors study an important transfer learning problem, i.e., knowledge transfer between distinct tasks, which is usually called 'far transfer' (instead of 'near transfer'). Specifica..."
flennerhag|transferring_knowledge_across_learning_processes|ICLR_cc_2019_Conference,True,2,16526,0.05048246006866696,0.45242842215256,"\documentclass[10pt]{article}
\usepackage{geometry}[1in]
\usepackage{amsfonts}
\usepackage{amssymb}
\usepackage{amsmath}
\usepackage{enumerate}
\usepackage{indentfirst}

\begin{document}
	
	\section*{..."
veeriah|discovery_of_options_via_metalearned_subgoals|NeurIPS_cc_2021_Conference,True,0,6463,0.06945802005012532,0.42677109440267347,"The paper introduces an interesting novel method for meta-learning of options. It is clearly written and experiments show that the approach works well on both simple and challenging baseline. However,..."
veeriah|discovery_of_options_via_metalearned_subgoals|NeurIPS_cc_2021_Conference,True,1,6379,0.061088676948051944,0.49362272276334784,"I think this is a very natural instantiation of the meta-learning for discovery idea proposed by [Veeriah et. al. 2019] to the option discovery problem. Many of the algorithms features are shared, and..."
veeriah|discovery_of_options_via_metalearned_subgoals|NeurIPS_cc_2021_Conference,True,2,4811,0.15075757575757578,0.46477530406101825,Meta-gradients have been used previously for different settings in RL but this paper seems to be the first to apply it in a HRL setting. The combination of the two could lead to more flexible options ...
veeriah|discovery_of_options_via_metalearned_subgoals|NeurIPS_cc_2021_Conference,True,3,1028,0.28450487012987014,0.5107454004329004,"Strengths:
+ Very clear exposition of the method and good writing overall.
+ Detailed appendix with hyperparameter settings and method implementation details.
+ Strong experimental results for options..."
veeriah|discovery_of_options_via_metalearned_subgoals|NeurIPS_cc_2021_Conference,True,4,1838,0.14411764705882357,0.4480392156862744,"I warmly thank the authors for their work.

Soundness of the claims, significance and novelty of the contribution, and relevance to the NeurIPS community:

- Discovering options, in an automated manne..."
erdemir|adversarial_robustness_with_nonuniform_perturbations|NeurIPS_cc_2021_Conference,True,0,3445,0.1285757006151743,0.3901458190931876,"I overall like the paper, the need to consider attacks adjusted to specific features is intuitive and makes sense. The results showing how the attacks end up looking more like benign samples is compel..."
erdemir|adversarial_robustness_with_nonuniform_perturbations|NeurIPS_cc_2021_Conference,True,1,459,0.26666666666666666,0.4250000000000001,"
Cost, utility, and feature importance are reasonable concerns for adversaries in practice. This paper tackles the challenge of optimizing attacks with non-uniform perturbation, in which features are ..."
erdemir|adversarial_robustness_with_nonuniform_perturbations|NeurIPS_cc_2021_Conference,True,2,5806,0.1128862126245847,0.43727990033222586,"The paper hits an important gap in the literature.  However, it seems to miss some of the closely related work in the malware and image classification space.  Moreover, while the authors appear to mak..."
erdemir|adversarial_robustness_with_nonuniform_perturbations|NeurIPS_cc_2021_Conference,True,3,2992,0.178968253968254,0.4615079365079366,"Pros:
* the intuition of using non-isotropic perturbation is clear and very useful, especially in domains where data are more complex (e.g. malware)
* the authors tested many different domains to prov..."
erdemir|adversarial_robustness_with_nonuniform_perturbations|NeurIPS_cc_2021_Conference,True,4,2209,0.12830250557523287,0.48504635095544185,"I like the intuition behind the paper: not all directions equally matter for classification, and we can focus on the more important ones for robustness.

Writing-wise, the paper is on the dense end wi..."
erdemir|adversarial_robustness_with_nonuniform_perturbations|NeurIPS_cc_2021_Conference,True,5,5453,0.14023281205973515,0.4688017751479291,"I very much liked reading this paper. Unlike “normal” papers on adversarial attacks, what sets it apart is assuming a “more realistic” perspective where the perturbations are subject to realistic cons..."
malinin|ensemble_distribution_distillation|ICLR_cc_2020_Conference,True,0,9225,0.09709595959595965,0.4537193362193361,"

========= Post Rebuttal ========= 


I appreciate the authors' effort in addressing the raised issues. I think the revised paper has higher quality in that the additional ablation studies are very u..."
malinin|ensemble_distribution_distillation|ICLR_cc_2020_Conference,True,1,4914,0.13913717001952297,0.40504364916129626,"This paper notes that ensemble distillation (EnD) loses the distributional information from the original ensemble, which prevents users of the distilled model from being able to obtain estimates of it..."
malinin|ensemble_distribution_distillation|ICLR_cc_2020_Conference,True,2,6169,0.1138697647733792,0.4294606999426276,"Summary:

Ensembles of probabilistic models (e.g. for classification) provide measures of both data uncertainty (i.e. how uncertain each model is on average) and model uncertainty (i.e. how much the m..."
montero|the_role_of_disentanglement_in_generalisation|ICLR_cc_2021_Conference,True,0,8191,0.1399164534959989,0.4742771874590056,"Post-revision update
------------------------

Thanks to the authors, I think that the revision provided by the authors makes the paper substantially stronger. The inclusion of the more complex Shapes..."
montero|the_role_of_disentanglement_in_generalisation|ICLR_cc_2021_Conference,True,1,2325,-0.013888888888888886,0.43253968253968267,"Summary:
This paper studies the performance of models producing disentangled representations in the downstream task of combinatorial generalization. The experiments suggest that models producing disen..."
montero|the_role_of_disentanglement_in_generalisation|ICLR_cc_2021_Conference,True,2,3355,0.1407294832826748,0.4697061803444782,"Summary

Learning disentangled representation is often considered an important step to achieve human-like generalization. This paper studies how the degree of disentanglement affects various forms of ..."
montero|the_role_of_disentanglement_in_generalisation|ICLR_cc_2021_Conference,True,3,6419,0.14937565990919646,0.45256269137366695,"
Summary
---
A large body of work creates disentangled representations to improve
combinatorial generalization. This paper distinguishes between 4 types of
generalization and shows that existing unsup..."
charpentier|natural_posterior_network_deep_bayesian_predictive_uncertainty_for_exponential_family_distributions|ICLR_cc_2022_Conference,True,0,2054,-0.019250440917107585,0.40474426807760144,"# Pros 

- Utilizing normalizing flows for density estimation for calibration and OOD detection is intuitive 
- NatPN can be used for both regression and classification tasks. The majority of previous..."
charpentier|natural_posterior_network_deep_bayesian_predictive_uncertainty_for_exponential_family_distributions|ICLR_cc_2022_Conference,True,1,5385,0.07665422339335384,0.39095039421126393,"_Edit: Postrebuttal Update: The authors clarify most points in the rebuttal/include them in the new version. I increase my score from 5 $\to$ 6._
_________________

## Strengths
- While prior work in ..."
charpentier|natural_posterior_network_deep_bayesian_predictive_uncertainty_for_exponential_family_distributions|ICLR_cc_2022_Conference,True,2,4164,0.12872126436781609,0.4088505747126437,"**Update:** changed my score (see comment) from 6 to 8.

**Strengths**:

The paper makes three claims. 
Firstly, NatPN can be applied to all problems with an exponential family likelihood distribution..."
charpentier|natural_posterior_network_deep_bayesian_predictive_uncertainty_for_exponential_family_distributions|ICLR_cc_2022_Conference,True,3,3452,0.17478269085411943,0.45556815318720084,"**Relevance**:
Uncertainty estimation is a highly active research area. Methods that don’t require calculating an average over multiple forward passes are arguably particularly relevant for practical ..."
charpentier|natural_posterior_network_deep_bayesian_predictive_uncertainty_for_exponential_family_distributions|ICLR_cc_2022_Conference,True,4,5216,0.12067763347763347,0.4394862914862914,"Strengths:

- The paper is well written and clear.
- The theoretical contribution, Theorem 1, is a nice addition to the empirical results.
- NatPN performs on par or better than similar prior methods ..."
zhou|evaluating_the_disentanglement_of_deep_generative_models_through_manifold_topology|ICLR_cc_2021_Conference,True,0,1902,0.019230769230769235,0.35000000000000003,"The paper presents a disentanglement metric to measure the intrinsic properties of a generative model with respect to the factor of variation in the dataset. Toward this, the paper first assumes disen..."
zhou|evaluating_the_disentanglement_of_deep_generative_models_through_manifold_topology|ICLR_cc_2021_Conference,True,1,2481,0.12450000000000001,0.5363333333333333,"Summary: Introduces unsupervised disentangling metric that measures homeomorphic similarity between submanifolds conditioned on a given factor, and homeomorphic dissimilarity on submanifolds condition..."
zhou|evaluating_the_disentanglement_of_deep_generative_models_through_manifold_topology|ICLR_cc_2021_Conference,True,2,12229,0.12817258916952173,0.45956984392567196,"# Synopsis of the paper

This paper presents a new model for assessing to what extent a deep
generative model is disentangled. In contrast to existing methods, this
paper proposes an approach founded ..."
zhou|evaluating_the_disentanglement_of_deep_generative_models_through_manifold_topology|ICLR_cc_2021_Conference,True,3,1154,0.170203081232493,0.5983193277310923,"Summary

The paper proposes a novel metric for evaluating disentanglement by taking a manifold-topological perspective on the representations learnt. The key insight is that for a disentangled represe..."
zhou|evaluating_the_disentanglement_of_deep_generative_models_through_manifold_topology|ICLR_cc_2021_Conference,True,4,2465,0.1712655971479501,0.4409670231729055,"This paper proposes a new metric to quantify disentanglement by leveraging ideas from manifold topology, more precisely the homology of conditional submanifolds. It has a strong theoretical grounding ..."
pabbaraju|estimating_lipschitz_constants_of_monotone_deep_equilibrium_models|ICLR_cc_2021_Conference,True,0,2217,0.05330550859397014,0.3937588052972669,"This paper analyzes the Lipschitz constant of a recently proposed implicit-depth model, the monotone deep equilibrium model (monDEQ). Simple-form bounds on the Lipschitz constant w.r.t both the inputs..."
pabbaraju|estimating_lipschitz_constants_of_monotone_deep_equilibrium_models|ICLR_cc_2021_Conference,True,1,7564,0.10536896576812539,0.43037699928456224,"#### Summary
The authors of this paper derive analytic expressions for the Lipschitz constants (LCs) of monotone deep equilibrium networks (mDEQs) with respect to their inputs and learnable parameters..."
pabbaraju|estimating_lipschitz_constants_of_monotone_deep_equilibrium_models|ICLR_cc_2021_Conference,True,2,6373,0.09326012529137527,0.4527930402930401,**after rebuttal**: The authors have addressed some of my major concerns in an updated version. for this reason I raise my score to a point where I can recommend acceptance. I now add after-rebuttal c...
pabbaraju|estimating_lipschitz_constants_of_monotone_deep_equilibrium_models|ICLR_cc_2021_Conference,True,3,1982,0.14787296037296038,0.4251748251748252,This work analyses the Lipschitz constant of monotone Deep Equlibrium models by exploiting the fixed point formulation of the input/output relation. They derive analytical upper bounds to the Lipschit...
pabbaraju|estimating_lipschitz_constants_of_monotone_deep_equilibrium_models|ICLR_cc_2021_Conference,True,4,2059,0.19339080459770114,0.4304597701149426,The authors consider the problem of estimating the Lipschitz constant of a specific type of network known as a Monotone Deep Equilibrium Model (monDEQ). These models are a recursive model designed suc...
kim|emergent_communication_under_varying_sizes_and_connectivities|NeurIPS_cc_2021_Conference,True,0,2578,0.15252964426877474,0.4578524374176547,"The signalling game variant proposed in the paper is interesting, in that it has different information requirements than the more common fully observed one. The speaker does not know the target exactl..."
kim|emergent_communication_under_varying_sizes_and_connectivities|NeurIPS_cc_2021_Conference,True,1,916,-0.010821005917159749,0.49114398422090727,"The paper is well-written and well-organised. 

The problem understudy is an interesting and can be an impactful problem to study. The idea of the paper is not novel and it was studied in previous pap..."
kim|emergent_communication_under_varying_sizes_and_connectivities|NeurIPS_cc_2021_Conference,True,2,9194,0.042978465271458904,0.4494032453745827,"Overall, this is a fairly well-written paper with a number of interesting findings on how group size effects learned communication protocols in multi-agent environments. However, I also see several we..."
kim|emergent_communication_under_varying_sizes_and_connectivities|NeurIPS_cc_2021_Conference,True,3,7420,0.05103593096017338,0.46279110059413087,"## Originality, novelty & relevance

The paper addresses a relevant problem by providing a new take on a well-studied referential game setup.
Although the setup explored in the paper is quite close to..."
chen|the_decomposition_of_the_higherorder_homology_embedding_constructed_from_the_klaplacian|NeurIPS_cc_2021_Conference,True,0,1847,0.05909090909090908,0.4431818181818182,"
Clarity:
Overall, the paper is well written. It manages to remain concise while preserving mathematical rigor (required due to the theoretical content of the paper), and give enlightening interpretat..."
chen|the_decomposition_of_the_higherorder_homology_embedding_constructed_from_the_klaplacian|NeurIPS_cc_2021_Conference,True,1,7244,0.13403159340659346,0.45730120573870575,"# Summary of the Review

This paper deals with a highly interesting and intriguing subject,
namely the utility of higher-order Laplacian operators (or Hodge
Laplacians in general) for data analysis. I..."
chen|the_decomposition_of_the_higherorder_homology_embedding_constructed_from_the_klaplacian|NeurIPS_cc_2021_Conference,True,2,6212,0.05153038847117794,0.44913324979114444,"**Originality**: I believe this paper makes an important, foundational step in the study of ""spectral topological data analysis"" by obtaining recovery guarantees for a nice homology basis as described..."
chen|the_decomposition_of_the_higherorder_homology_embedding_constructed_from_the_klaplacian|NeurIPS_cc_2021_Conference,True,3,4738,0.18207521645021646,0.5029928404928405,"Major problems,

1)	The claim that “Analysis of the eigenfunctions of H0 of the graph Laplacian L0 is pivotal in providing guarantees for spectral clustering and community detection algorithms” is not..."
